Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status
RES000070,Thai Chain 70,Chain,Thai,83.118435,93.996191,New York,USA,2000,False,True,True,False,3,3.2,4183,Operational
RES000071,Rio de Janeiro Chinese Place 71,Local,Chinese,-86.753007,23.374352,Rio de Janeiro,Brazil,2023,True,False,True,False,1,4.3,4876,Operational
RES000072,New York Brazilian Place 72,Local,Brazilian,-37.575515,172.344423,New York,USA,2021,False,False,True,False,1,4.1,2487,Operational
RES000073,Sao Paulo Mediterranean Place 73,Local,Mediterranean,24.09671,-50.884428,Sao Paulo,Brazil,2018,True,False,True,False,3,3.1,3867,Operational
RES000074,Tokyo Japanese Place 74,Local,Japanese,-0.019536,113.437859,Tokyo,Japan,1955,True,True,True,False,1,3.8,505,Operational
RES000075,Chinese Chain 75,Chain,Chinese,-81.008803,122.118162,Tokyo,Japan,1958,False,False,True,True,3,4.9,4685,Operational
RES000076,Osaka Brazilian Place 76,Local,Brazilian,79.355086,93.335164,Osaka,Japan,2006,True,True,False,True,3,4.3,1642,Operational
RES000077,Tokyo Burger Place 77,Local,Burger,-34.854568,104.377703,Tokyo,Japan,1960,False,False,True,False,2,2.9,884,Operational
RES000078,Mexican Chain 78,Chain,Mexican,-4.319207,28.776702,New York,USA,1962,True,True,True,True,3,3.4,1325,Operational
RES000079,Rio de Janeiro Japanese Place 79,Local,Japanese,-76.93337,96.093899,Rio de Janeiro,Brazil,1982,False,True,False,False,2,2.2,1294,Operational
RES000080,New York Burger Place 80,Local,Burger,-0.042976,-8.028944,New York,USA,1998,True,True,True,True,4,3.6,2672,Operational
RES000081,Rio de Janeiro Indian Place 81,Local,Indian,13.89968,-112.812795,Rio de Janeiro,Brazil,1978,True,False,True,False,4,3.3,1653,Operational
RES000082,Indian Chain 82,Chain,Indian,26.601895,35.45595,Sao Paulo,Brazil,1959,True,False,False,False,1,3.7,2342,Operational
RES000083,New York Thai Place 83,Local,Thai,72.967967,9.147763,New York,USA,1991,True,False,True,False,4,3.5,4688,Operational
RES000084,Tokyo Indian Place 84,Local,Indian,73.647249,61.433431,Tokyo,Japan,1999,True,False,False,False,4,4.7,1827,Operational
RES000085,New York Burger Place 85,Local,Burger,37.395218,32.171771,New York,USA,1962,False,True,False,False,4,3.7,3084,Operational
RES000086,London Japanese Place 86,Local,Japanese,84.768403,107.321612,London,United Kingdom,1979,False,False,True,True,4,2.3,1704,Operational
RES000087,Manchester Brazilian Place 87,Local,Brazilian,53.469885,-167.373865,Manchester,United Kingdom,1999,False,True,True,False,4,4.0,2732,Operational
RES000088,Osaka Brazilian Place 88,Local,Brazilian,0.199305,-179.679833,Osaka,Japan,2002,False,True,False,True,4,3.5,1322,Operational
RES000089,London Burger Place 89,Local,Burger,30.882104,121.3909,London,United Kingdom,2016,True,False,False,False,4,2.4,1101,Closed Temporarily
RES000090,French Chain 90,Chain,French,75.851708,8.251652,Los Angeles,USA,2009,True,True,False,True,1,3.5,4125,Operational
RES000091,Manchester French Place 91,Local,French,5.99871,-174.005254,Manchester,United Kingdom,2022,True,True,False,True,1,2.6,3927,Operational
RES000092,New York American Place 92,Local,American,56.814153,-44.609562,New York,USA,1979,False,True,False,False,3,4.3,126,Operational
RES000093,Tokyo American Place 93,Local,American,84.95519,-37.567416,Tokyo,Japan,1998,True,False,False,True,1,3.0,2309,Operational
RES000094,Rio de Janeiro Japanese Place 94,Local,Japanese,88.660063,88.414393,Rio de Janeiro,Brazil,1981,True,False,False,False,4,4.7,4817,Operational
RES000095,Los Angeles Mexican Place 95,Local,Mexican,75.99639,-23.967363,Los Angeles,USA,2013,False,False,True,False,3,4.8,1664,Operational
RES000096,Los Angeles Indian Place 96,Local,Indian,-82.883133,-159.050588,Los Angeles,USA,1997,True,False,False,False,4,2.5,1150,Operational
RES000097,Delhi Thai Place 97,Local,Thai,87.501285,-59.70508,Delhi,India,1954,False,True,False,False,3,3.7,1261,Operational
RES000098,Indian Chain 98,Chain,Indian,-48.921251,42.562564,Los Angeles,USA,1974,True,False,True,False,1,2.8,4958,Operational
RES000099,Indian Chain 99,Chain,Indian,-84.237857,150.267469,Delhi,India,1961,True,False,False,False,1,2.1,1586,Operational
RES000100,Delhi Thai Place 100,Local,Thai,45.152234,21.11514,Delhi,India,2000,True,False,True,False,3,4.7,796,Operational
RES000101,Italian Chain 101,Chain,Italian,-21.700236,120.925021,Los Angeles,USA,2011,True,False,False,False,2,4.5,3851,Operational
RES000102,Delhi Chinese Place 102,Local,Chinese,66.086229,71.150714,Delhi,India,1989,True,True,True,False,3,3.8,458,Operational
RES000103,Indian Chain 103,Chain,Indian,-25.801024,97.65138,Manchester,United Kingdom,2019,True,False,False,True,1,3.3,1044,Operational
RES000104,Mexican Chain 104,Chain,Mexican,-80.665982,41.408388,Los Angeles,USA,1973,False,True,False,False,3,3.4,4773,Operational
RES000105,Japanese Chain 105,Chain,Japanese,5.265795,63.476241,Osaka,Japan,2008,True,True,False,False,4,2.9,4135,Operational
RES000106,Indian Chain 106,Chain,Indian,-51.92501,29.076712,Rio de Janeiro,Brazil,2005,True,True,False,False,1,2.8,4882,Operational
RES000107,Rio de Janeiro Thai Place 107,Local,Thai,38.287232,26.569617,Rio de Janeiro,Brazil,1975,True,False,False,False,3,3.7,2117,Closed Temporarily
RES000108,Tokyo American Place 108,Local,American,55.553713,32.511131,Tokyo,Japan,2020,False,False,True,True,3,3.8,3417,Operational
RES000109,Sao Paulo Japanese Place 109,Local,Japanese,58.960836,23.339541,Sao Paulo,Brazil,2011,False,False,True,False,3,3.1,3626,Operational
RES000110,Chinese Chain 110,Chain,Chinese,-18.19122,179.495059,London,United Kingdom,1991,False,True,True,True,2,3.9,2574,Operational
RES000111,Mexican Chain 111,Chain,Mexican,23.151747,-5.712231,Manchester,United Kingdom,1998,True,True,False,False,1,2.6,3309,Operational
RES000112,New York Thai Place 112,Local,Thai,-17.376771,42.514303,New York,USA,1979,True,True,False,True,4,2.6,3991,Operational
RES000113,Delhi Indian Place 113,Local,Indian,-54.108831,83.655606,Delhi,India,1952,False,True,False,True,1,2.2,3751,Operational
RES000114,Los Angeles American Place 114,Local,American,-18.552234,-1.153908,Los Angeles,USA,1964,True,False,True,True,3,2.3,3568,Closed Temporarily
RES000115,French Chain 115,Chain,French,36.723549,-132.525526,New York,USA,1991,True,True,True,True,1,3.7,2888,Operational
RES000116,Chinese Chain 116,Chain,Chinese,87.24862,118.143039,London,United Kingdom,1982,False,True,True,True,1,2.8,2470,Operational
RES000117,Los Angeles Indian Place 117,Local,Indian,-28.979683,22.222074,Los Angeles,USA,2017,False,True,True,False,1,3.8,3863,Closed Temporarily
RES000118,Thai Chain 118,Chain,Thai,27.049201,82.07873,London,United Kingdom,2001,True,True,False,True,1,3.4,4045,Operational
RES000119,London Italian Place 119,Local,Italian,81.191301,-96.879934,London,United Kingdom,1961,False,False,True,True,1,3.2,4746,Operational
RES000120,Mexican Chain 120,Chain,Mexican,26.844265,78.116504,Tokyo,Japan,1991,False,False,True,False,3,3.0,3010,Operational
RES000121,Delhi Pizza Place 121,Local,Pizza,59.583992,-130.054653,Delhi,India,1964,False,True,True,True,4,4.3,1412,Operational
RES000122,New York Burger Place 122,Local,Burger,9.646641,-172.153355,New York,USA,1961,True,False,False,False,1,3.5,1739,Operational
RES000123,Mumbai Thai Place 123,Local,Thai,53.68767,160.549484,Mumbai,India,2010,True,False,False,True,4,3.7,2554,Closed Temporarily
RES000124,Chinese Chain 124,Chain,Chinese,75.839197,86.314131,Manchester,United Kingdom,1981,True,True,True,False,4,3.1,3733,Operational
RES000125,Tokyo American Place 125,Local,American,-67.900415,-109.024038,Tokyo,Japan,2002,True,True,True,True,3,4.7,1624,Operational
RES000126,Japanese Chain 126,Chain,Japanese,-61.295681,80.540064,Delhi,India,2016,True,False,False,False,1,2.6,4023,Operational
RES000127,Rio de Janeiro Indian Place 127,Local,Indian,77.445833,0.409227,Rio de Janeiro,Brazil,2006,True,True,False,False,2,4.0,2585,Operational
RES000128,Chinese Chain 128,Chain,Chinese,-58.055266,109.928722,Mumbai,India,1952,False,True,True,False,3,3.4,2289,Operational
RES000129,Osaka Pizza Place 129,Local,Pizza,-4.588398,-152.835404,Osaka,Japan,1992,True,True,False,True,3,4.9,3059,Operational
RES000130,Osaka Pizza Place 130,Local,Pizza,15.83721,-109.052135,Osaka,Japan,2010,True,False,True,False,3,2.4,2540,Operational
RES000131,Japanese Chain 131,Chain,Japanese,-21.273758,167.119356,Tokyo,Japan,1952,False,False,True,True,2,4.0,693,Operational
RES000132,Tokyo French Place 132,Local,French,64.086487,-94.432384,Tokyo,Japan,1996,True,True,True,True,1,2.4,4665,Operational
RES000133,Rio de Janeiro Japanese Place 133,Local,Japanese,-66.895191,-55.113044,Rio de Janeiro,Brazil,1989,True,False,True,False,2,2.7,1561,Operational
RES000134,Brazilian Chain 134,Chain,Brazilian,-11.336986,-135.73819,Osaka,Japan,2022,False,False,True,False,3,3.7,1910,Operational
RES000135,Sao Paulo Mexican Place 135,Local,Mexican,-8.431144,-16.553452,Sao Paulo,Brazil,1991,True,False,False,True,2,4.7,2063,Closed Temporarily
RES000136,Sao Paulo American Place 136,Local,American,-44.308402,54.300015,Sao Paulo,Brazil,1961,True,False,False,True,2,3.8,4966,Operational
RES000137,Osaka Thai Place 137,Local,Thai,83.287742,-44.219595,Osaka,Japan,1967,True,False,False,True,2,2.6,3987,Operational
RES000138,Japanese Chain 138,Chain,Japanese,4.341578,-152.95484,Mumbai,India,1986,True,True,True,False,2,2.6,4378,Operational
RES000139,Sao Paulo Pizza Place 139,Local,Pizza,60.539673,-166.101058,Sao Paulo,Brazil,1994,True,False,False,False,3,4.4,4210,Operational
RES000140,Mediterranean Chain 140,Chain,Mediterranean,2.093933,154.172624,Osaka,Japan,2004,True,False,True,False,4,2.9,2625,Operational
RES000141,Chinese Chain 141,Chain,Chinese,42.892159,-175.500179,Rio de Janeiro,Brazil,1964,True,True,False,False,2,4.4,4831,Operational
RES000142,Japanese Chain 142,Chain,Japanese,78.437883,135.94705,Rio de Janeiro,Brazil,2023,True,True,True,False,1,4.7,4853,Operational
RES000143,Brazilian Chain 143,Chain,Brazilian,44.710109,142.425097,Tokyo,Japan,1975,True,False,False,True,1,3.1,1229,Operational
RES000144,Rio de Janeiro Brazilian Place 144,Local,Brazilian,48.552293,35.440668,Rio de Janeiro,Brazil,1978,False,False,True,True,4,3.6,2403,Operational
RES000145,London Italian Place 145,Local,Italian,24.103681,-124.265952,London,United Kingdom,1974,False,True,False,False,4,4.5,3457,Operational
RES000146,Tokyo Japanese Place 146,Local,Japanese,-43.374054,42.941839,Tokyo,Japan,1997,False,True,True,True,3,4.3,1312,Operational
RES000147,Mediterranean Chain 147,Chain,Mediterranean,-21.874052,62.268558,London,United Kingdom,1980,False,True,True,False,3,2.1,708,Operational
RES000148,Italian Chain 148,Chain,Italian,64.340794,-103.695664,Sao Paulo,Brazil,1957,True,False,False,False,4,2.9,2873,Operational
RES000149,Osaka Mediterranean Place 149,Local,Mediterranean,1.179393,93.735751,Osaka,Japan,2015,True,True,True,False,2,4.0,1897,Operational
RES000150,Mumbai French Place 150,Local,French,5.576687,161.943074,Mumbai,India,1987,False,True,False,False,1,4.5,694,Operational
RES000151,Tokyo Pizza Place 151,Local,Pizza,-33.810528,133.97898,Tokyo,Japan,1971,False,False,True,False,1,2.2,3666,Operational
RES000152,Rio de Janeiro American Place 152,Local,American,84.390877,177.337371,Rio de Janeiro,Brazil,1969,True,False,False,True,2,2.8,170,Operational
RES000153,Rio de Janeiro Mexican Place 153,Local,Mexican,58.77461,101.139806,Rio de Janeiro,Brazil,1963,True,False,False,True,4,3.2,2856,Operational
RES000154,Osaka Japanese Place 154,Local,Japanese,-86.050604,104.96735,Osaka,Japan,1997,True,True,False,True,2,4.9,2621,Operational
RES000155,Tokyo Burger Place 155,Local,Burger,39.063071,-86.576526,Tokyo,Japan,2021,True,True,False,True,4,4.5,2169,Operational
RES000156,Italian Chain 156,Chain,Italian,-88.748494,54.08302,Mumbai,India,2022,True,True,True,False,2,3.1,1927,Operational
RES000157,Mediterranean Chain 157,Chain,Mediterranean,-89.612915,11.379534,Rio de Janeiro,Brazil,1998,False,True,False,True,3,2.7,2464,Operational
RES000158,Tokyo American Place 158,Local,American,4.344507,-15.168892,Tokyo,Japan,1986,False,True,True,True,3,4.9,1892,Operational
RES000159,Tokyo Pizza Place 159,Local,Pizza,31.205108,-145.776895,Tokyo,Japan,2007,True,True,False,True,2,2.2,3388,Operational
RES000160,Mumbai Mexican Place 160,Local,Mexican,60.154156,58.482547,Mumbai,India,2008,False,True,False,True,2,3.2,2505,Operational
RES000161,New York Mediterranean Place 161,Local,Mediterranean,8.057211,142.449193,New York,USA,2007,False,False,True,True,1,4.1,3233,Operational
RES000162,New York American Place 162,Local,American,-26.035196,-7.438833,New York,USA,1979,True,False,True,True,2,2.1,1016,Operational
RES000163,Japanese Chain 163,Chain,Japanese,-76.426202,-174.212742,Tokyo,Japan,1957,True,True,True,True,2,2.4,3861,Operational
RES000164,Chinese Chain 164,Chain,Chinese,-86.107447,112.710519,Manchester,United Kingdom,2019,True,False,False,True,4,2.8,3583,Operational
RES000165,Italian Chain 165,Chain,Italian,35.383583,126.147408,Rio de Janeiro,Brazil,1998,False,True,False,True,2,3.4,4183,Operational
RES000166,Pizza Chain 166,Chain,Pizza,86.810468,-169.383214,Osaka,Japan,1978,True,True,True,True,3,5.0,3681,Operational
RES000167,Manchester Indian Place 167,Local,Indian,-42.047548,54.628666,Manchester,United Kingdom,2019,True,True,False,True,4,3.5,3778,Operational
RES000168,Rio de Janeiro Brazilian Place 168,Local,Brazilian,68.63164,1.8558,Rio de Janeiro,Brazil,1974,True,True,False,False,2,4.3,4244,Operational
RES000169,Indian Chain 169,Chain,Indian,30.562157,44.760936,Delhi,India,2015,True,True,True,False,2,3.9,4475,Closed Temporarily
RES000170,Tokyo Mediterranean Place 170,Local,Mediterranean,88.249492,124.942517,Tokyo,Japan,1950,False,True,True,True,4,3.4,4437,Operational
RES000171,Tokyo Pizza Place 171,Local,Pizza,61.994755,41.782254,Tokyo,Japan,1992,True,False,False,False,4,2.1,1518,Operational
RES000172,Burger Chain 172,Chain,Burger,78.935952,69.821749,Sao Paulo,Brazil,2020,True,False,True,True,2,4.0,2386,Operational
RES000173,Chinese Chain 173,Chain,Chinese,87.568965,-71.855934,Osaka,Japan,1998,True,True,True,True,2,4.2,777,Operational
RES000174,Manchester Italian Place 174,Local,Italian,49.063701,136.380518,Manchester,United Kingdom,2019,True,False,True,True,1,2.6,1922,Operational
RES000175,Chinese Chain 175,Chain,Chinese,66.136509,-42.189042,Rio de Janeiro,Brazil,1989,True,True,False,True,1,2.8,4705,Operational
RES000176,Osaka Mediterranean Place 176,Local,Mediterranean,-42.484952,34.315964,Osaka,Japan,2016,True,True,False,False,3,3.2,2113,Operational
RES000177,Los Angeles Pizza Place 177,Local,Pizza,-7.447045,-95.238956,Los Angeles,USA,1956,True,False,True,False,1,5.0,4991,Operational
RES000178,Los Angeles Italian Place 178,Local,Italian,-40.354496,-95.386196,Los Angeles,USA,1985,False,True,False,True,1,2.0,4956,Operational
RES000179,Tokyo Pizza Place 179,Local,Pizza,13.961127,-110.723818,Tokyo,Japan,2019,False,True,False,True,2,2.6,161,Operational
RES000180,Sao Paulo Italian Place 180,Local,Italian,-87.325571,-158.092995,Sao Paulo,Brazil,1969,False,True,True,False,1,4.8,3056,Operational
RES000181,Rio de Janeiro Indian Place 181,Local,Indian,34.38717,94.211205,Rio de Janeiro,Brazil,2008,True,True,False,False,1,4.7,4893,Operational
RES000182,Rio de Janeiro Brazilian Place 182,Local,Brazilian,-1.235659,-21.390144,Rio de Janeiro,Brazil,1953,False,False,True,False,1,3.6,3379,Operational
RES000183,Manchester Pizza Place 183,Local,Pizza,41.210554,133.211462,Manchester,United Kingdom,1971,True,False,False,True,2,4.6,4726,Operational
RES000184,Mumbai Chinese Place 184,Local,Chinese,63.559412,-104.582134,Mumbai,India,1984,False,True,False,False,1,3.2,2861,Operational
RES000185,New York American Place 185,Local,American,-60.608671,-60.538405,New York,USA,1972,False,True,False,False,1,4.2,2465,Operational
RES000186,Delhi Chinese Place 186,Local,Chinese,-46.263665,29.301843,Delhi,India,1964,True,True,True,False,1,4.6,3353,Operational
RES000187,Tokyo Chinese Place 187,Local,Chinese,-36.456776,54.351175,Tokyo,Japan,1964,True,False,True,False,1,2.4,4607,Operational
RES000188,Rio de Janeiro Mexican Place 188,Local,Mexican,-9.059086,-106.823542,Rio de Janeiro,Brazil,1979,True,False,False,False,4,4.7,11,Operational
RES000189,Delhi Brazilian Place 189,Local,Brazilian,-60.596746,73.158327,Delhi,India,1989,True,True,False,True,3,2.8,805,Operational
RES000190,New York Indian Place 190,Local,Indian,46.846655,-171.33694,New York,USA,1951,True,False,True,True,4,4.0,3657,Operational
RES000191,Osaka Pizza Place 191,Local,Pizza,30.609471,1.454935,Osaka,Japan,1973,False,True,True,False,3,4.8,4396,Operational
RES000192,Mumbai Mexican Place 192,Local,Mexican,89.247735,148.65882,Mumbai,India,2004,False,True,True,False,4,3.0,1883,Operational
RES000193,Manchester American Place 193,Local,American,-61.372371,21.518454,Manchester,United Kingdom,1973,True,True,False,True,3,2.8,2059,Operational
RES000194,Rio de Janeiro Chinese Place 194,Local,Chinese,81.933739,25.812853,Rio de Janeiro,Brazil,1974,True,True,True,False,2,3.9,4108,Operational
RES000195,Los Angeles Indian Place 195,Local,Indian,21.231382,121.254116,Los Angeles,USA,1967,True,False,True,False,3,4.4,2746,Operational
RES000196,Osaka Mexican Place 196,Local,Mexican,-7.396817,-9.602308,Osaka,Japan,1975,False,True,True,True,3,3.7,1818,Operational
