Restaurant_ID,Outdoor_seating,WiFi,Parking,Wheelchair_accessible,Pet_friendly,Kid_friendly,Vegetarian,Vegan,Halal,Alcohol,Drive_through,24_hours,Live_music
RES000150,False,False,True,True,False,False,False,True,True,True,True,False,False
RES000151,False,False,True,True,False,True,False,False,False,True,True,True,True
RES000152,True,False,False,False,False,True,False,False,True,False,True,True,False
RES000153,False,False,False,False,False,True,False,True,True,False,True,False,True
RES000154,False,True,False,False,False,True,True,False,False,True,False,False,False
RES000155,False,True,False,True,True,False,False,False,True,True,False,True,True
RES000156,False,False,True,True,True,False,False,True,True,True,True,False,False
RES000157,True,False,True,True,True,False,False,False,False,True,True,True,True
RES000158,True,True,False,True,True,True,True,True,True,False,False,True,True
RES000159,True,False,False,True,False,True,False,False,True,False,True,False,True
RES000160,True,False,False,True,False,False,True,False,False,False,False,False,False
RES000161,False,False,False,False,True,False,True,False,False,False,False,True,False
RES000162,False,True,True,True,False,True,False,True,True,False,False,False,True
RES000163,False,True,True,False,True,False,True,False,False,False,False,False,True
RES000164,False,False,False,True,False,True,True,False,False,True,False,False,True
RES000165,False,False,True,True,False,True,False,False,False,True,True,False,True
RES000166,True,False,True,False,False,False,True,True,True,False,False,True,False
RES000167,True,False,True,False,False,False,True,True,True,True,False,False,True
RES000168,True,True,True,False,False,True,True,True,False,False,True,False,False
RES000169,False,True,False,True,True,True,False,False,True,False,False,False,False
RES000170,True,False,False,True,True,False,True,False,True,False,True,True,True
RES000171,True,False,False,True,False,True,True,False,False,False,True,True,True
RES000172,True,True,False,True,True,False,True,True,False,False,True,False,True
RES000173,True,True,True,True,True,True,False,True,False,False,True,True,True
RES000174,False,False,False,True,False,False,True,True,False,True,True,True,False
RES000175,True,True,False,True,False,False,True,False,True,True,False,True,False
RES000176,True,False,True,False,False,True,False,True,True,True,True,False,True
RES000177,False,False,True,True,True,True,True,False,True,False,False,False,True
RES000178,False,True,True,True,False,True,False,False,True,True,False,False,True
RES000179,True,True,False,True,False,True,True,False,True,False,False,True,False
RES000180,True,False,True,False,False,True,False,True,True,False,False,True,True
RES000181,False,False,True,True,False,True,True,False,True,True,False,False,True
RES000182,False,False,False,False,False,False,True,True,True,False,True,False,False
RES000183,False,False,False,False,False,True,True,False,False,False,True,True,True
RES000184,True,False,False,True,False,False,True,False,True,False,True,False,True
RES000185,True,True,True,True,False,False,False,True,False,True,True,False,True
RES000186,True,False,False,False,True,True,False,True,False,True,True,True,True
RES000187,False,True,True,True,False,False,True,False,True,False,True,True,False
RES000188,True,True,False,True,False,True,False,True,False,False,True,True,True
RES000189,True,True,True,True,True,False,True,False,False,False,True,False,True
RES000190,True,True,False,True,False,False,True,True,False,False,False,True,False
RES000191,False,False,False,True,False,False,False,True,False,False,True,False,True
RES000192,False,True,False,True,False,False,True,True,True,False,True,False,True
RES000193,True,False,False,False,True,False,True,True,False,False,False,False,False
RES000194,False,False,True,False,True,False,True,True,True,True,True,False,False
RES000195,True,False,True,False,True,True,False,True,False,False,True,True,True
RES000196,False,True,True,True,False,False,True,False,False,False,False,True,True
RES000197,True,True,False,False,True,True,True,False,True,False,False,False,True
RES000198,True,True,True,False,True,True,True,True,True,False,False,True,False
RES000199,False,False,False,False,False,True,False,True,True,False,False,False,False
RES000200,False,False,False,False,True,False,False,True,False,False,False,True,False
RES000201,True,False,True,False,True,False,False,False,False,True,True,True,True
RES000202,False,False,True,True,False,False,False,True,False,True,True,False,False
RES000203,False,False,True,False,True,False,False,False,False,False,True,True,False
RES000204,False,True,False,True,False,False,True,False,True,False,True,True,False
RES000205,True,False,True,False,True,False,False,False,True,True,False,True,True
RES000206,False,False,False,True,False,True,False,True,False,False,False,True,True
RES000207,False,False,False,False,False,False,False,False,False,False,True,False,True
RES000208,True,False,True,False,True,True,False,True,False,True,False,False,True
RES000209,False,True,False,True,True,True,False,True,False,False,True,False,False
RES000210,False,True,False,False,True,False,True,True,False,True,False,True,True
RES000211,False,False,True,False,False,True,False,True,True,False,True,True,True
RES000212,True,False,False,True,False,True,False,False,True,True,True,False,True
RES000213,False,False,True,False,False,True,True,False,True,False,False,False,True
RES000214,False,True,True,True,False,True,False,False,False,True,False,False,False
RES000215,False,True,False,True,False,True,True,False,False,False,True,False,True
RES000216,True,False,True,False,False,True,False,False,True,False,True,False,True
RES000217,False,False,True,False,False,True,False,True,False,True,True,False,False
RES000218,True,True,False,True,False,False,True,True,True,True,False,True,True
RES000219,True,False,False,False,True,True,False,True,True,True,True,False,True
RES000220,True,True,True,True,True,True,True,False,False,True,False,False,True
RES000221,True,False,False,False,True,False,True,True,False,True,False,False,True
RES000222,False,False,False,True,True,True,False,False,False,False,False,False,False
RES000223,True,False,False,True,False,True,True,False,False,False,False,True,True
RES000224,False,True,False,False,True,False,False,False,False,True,False,True,True
RES000225,False,True,False,False,False,False,False,False,True,False,False,False,True
RES000226,True,True,False,False,False,True,False,True,True,True,True,False,True
RES000227,True,False,False,False,True,True,True,False,False,False,True,True,False
RES000228,False,False,True,True,True,True,True,False,False,True,False,True,False
RES000229,True,False,False,True,True,True,False,True,False,True,True,False,True
RES000230,True,True,False,False,False,True,False,False,True,False,True,False,False
RES000231,True,False,False,False,True,True,True,True,False,True,True,False,False
RES000232,True,False,True,False,False,True,True,False,False,True,False,False,True
RES000233,True,False,False,False,True,False,False,False,True,True,False,False,False
RES000234,False,True,True,False,False,True,False,True,True,True,True,True,True
RES000235,True,True,True,True,True,False,True,True,True,False,True,False,False
RES000236,True,False,True,False,True,True,False,False,False,True,False,True,True
RES000237,False,False,False,False,False,False,False,False,True,True,True,True,False
RES000238,True,True,True,True,True,False,True,False,True,False,True,True,True
RES000239,True,False,False,False,True,False,False,True,False,True,True,True,True
RES000240,False,False,False,True,False,False,True,True,False,False,False,False,False
RES000241,False,True,True,True,False,False,True,True,True,False,True,True,True
RES000242,True,False,False,False,False,True,True,True,True,False,True,False,True
RES000243,False,False,False,False,False,False,True,True,True,True,True,True,False
RES000244,False,True,True,True,False,False,False,False,True,False,False,True,False
RES000245,False,False,True,False,False,True,False,False,True,True,False,False,True
RES000246,False,True,False,True,True,True,True,True,True,False,False,False,False
RES000247,True,False,True,True,True,True,True,False,True,True,True,False,False
RES000248,False,True,True,False,False,False,True,False,False,True,False,False,True
RES000249,False,False,False,False,False,False,False,True,False,True,False,True,True
RES000250,True,True,True,False,True,False,False,False,False,True,False,False,False
RES000251,True,False,True,False,True,True,True,True,True,False,False,False,False
RES000252,True,False,True,False,True,False,False,True,True,True,True,False,False
RES000253,False,True,False,True,True,False,True,True,True,False,True,False,True
RES000254,True,True,False,True,True,True,True,False,False,False,False,False,True
RES000255,False,True,True,True,False,False,True,False,True,False,False,True,True
RES000256,True,False,False,True,False,False,False,False,True,False,True,True,False
RES000257,True,True,False,True,True,True,True,False,True,True,False,True,False
RES000258,False,False,True,True,False,True,False,False,False,True,False,True,False
RES000259,False,False,False,False,False,True,False,True,True,False,False,False,False
RES000260,True,False,True,True,False,False,True,True,False,False,False,True,False
RES000261,False,False,True,False,True,False,True,True,True,True,True,True,False
RES000262,False,True,False,True,False,False,True,True,False,False,True,True,False
RES000263,False,False,False,False,True,False,True,False,True,False,True,False,True
RES000264,True,True,False,True,False,False,False,True,True,True,False,False,False
RES000265,True,True,False,True,False,True,True,True,False,True,False,True,True
RES000266,True,False,False,False,False,False,True,True,False,False,True,False,True
RES000267,False,True,True,False,False,True,False,True,False,False,False,False,True
RES000268,False,True,False,True,False,True,True,True,True,True,True,True,False
RES000269,True,False,True,True,True,False,True,True,True,False,True,True,False
RES000270,False,True,True,False,False,False,False,True,True,False,True,True,False
RES000271,True,False,False,False,True,True,False,True,False,False,False,False,True
RES000272,True,False,True,True,True,True,True,True,False,True,True,True,False
RES000273,True,False,True,False,True,False,True,False,True,True,False,False,False
RES000274,True,False,True,True,True,True,False,False,False,False,False,False,True
RES000275,False,True,True,False,True,True,True,True,True,False,True,True,False
RES000276,False,True,True,True,False,True,False,False,False,False,True,False,False
RES000277,False,True,False,False,False,False,True,False,False,True,True,False,True
RES000278,False,False,False,True,True,True,True,True,False,False,True,True,True
RES000279,True,False,True,True,True,True,True,False,False,True,True,False,False
RES000280,False,True,False,True,True,True,True,True,False,True,False,True,False
RES000281,False,False,False,False,False,False,True,False,False,False,True,False,True
RES000282,True,False,True,True,False,True,True,False,False,False,False,True,False
RES000283,True,False,False,False,False,True,False,False,False,True,False,True,True
RES000284,False,False,False,False,True,False,False,False,False,True,False,False,False
RES000285,False,True,False,False,True,False,True,True,False,False,True,False,False
RES000286,True,True,False,False,False,False,False,True,True,False,True,True,False
RES000287,False,True,False,False,False,True,False,False,False,True,True,True,False
RES000288,True,True,True,False,True,False,False,False,True,False,False,False,False
RES000289,True,True,True,False,False,True,False,False,True,False,True,False,True
RES000290,False,True,True,False,False,True,True,False,False,True,True,False,False
RES000291,True,False,False,True,False,False,True,True,False,False,True,True,False
RES000292,False,True,True,True,False,False,False,False,False,True,True,True,False
RES000293,False,False,True,True,True,True,True,True,True,True,True,False,True
RES000294,True,False,True,False,False,False,False,False,False,False,True,False,False
RES000295,False,True,True,True,True,False,True,False,False,False,True,True,False
RES000296,True,True,True,True,False,True,True,True,False,True,True,False,True
RES000297,False,False,True,True,True,False,False,True,True,False,False,False,False
RES000298,False,False,False,False,False,True,True,True,False,False,False,False,True
RES000299,True,False,False,True,True,True,True,True,True,False,False,False,True
RES000300,True,False,True,False,True,True,True,True,True,True,True,False,False
RES000301,True,True,True,True,True,True,False,False,True,True,True,False,False
RES000302,True,True,False,True,False,True,False,False,True,True,False,True,True
RES000303,True,True,True,False,False,True,True,False,True,True,False,False,True
RES000304,True,False,False,False,False,True,False,True,False,False,False,False,False
RES000305,False,True,False,False,False,True,True,True,True,False,False,False,False
RES000306,False,True,False,True,False,False,False,True,True,False,True,False,False
RES000307,False,False,False,True,True,True,False,True,True,True,True,True,True
RES000308,True,False,False,False,True,True,False,False,True,True,False,False,True
RES000309,False,True,True,True,False,True,False,True,True,True,True,True,False
RES000310,True,False,True,False,True,True,True,True,True,True,False,False,True
RES000311,True,True,True,True,True,False,False,False,True,False,True,True,True
RES000312,True,True,False,True,True,False,False,True,True,False,True,True,True
RES000313,True,True,True,True,False,True,True,False,True,True,False,False,True
RES000314,False,False,False,True,True,True,False,True,True,True,True,False,False
RES000315,False,False,True,False,True,False,True,True,True,True,True,False,True
RES000316,True,False,True,True,True,False,False,True,False,False,True,False,False
RES000317,True,False,True,True,False,True,False,True,False,False,True,True,True
RES000318,False,True,False,False,False,True,False,False,False,False,False,False,False
RES000319,False,False,True,True,False,True,True,True,False,False,False,False,True
RES000320,False,False,True,False,True,False,False,True,True,True,True,True,True
RES000321,False,False,False,True,True,True,False,False,False,True,False,False,True
RES000322,False,True,True,True,False,False,False,False,False,False,False,False,False
RES000323,True,False,False,True,True,False,True,False,False,True,False,True,True
RES000324,False,True,False,True,False,True,False,True,False,True,False,True,True
RES000325,False,False,False,True,True,False,True,True,False,False,True,False,False
RES000326,True,False,False,False,True,False,False,True,False,False,True,True,False
RES000327,False,True,False,False,True,True,False,False,True,False,True,False,True
RES000328,True,False,True,False,False,True,False,True,True,True,False,True,True
RES000329,True,False,True,True,True,True,True,True,True,True,True,True,False
RES000330,False,False,False,True,True,True,True,True,False,True,True,False,True
RES000331,False,True,True,True,True,False,True,True,False,False,False,True,True
RES000332,True,True,False,True,True,True,False,True,True,False,True,False,True
RES000333,True,True,False,True,False,False,True,False,False,True,True,True,True
RES000334,True,False,False,True,True,False,False,False,True,True,True,False,True
RES000335,False,False,False,True,True,True,True,True,False,False,False,False,False
RES000336,True,False,True,True,False,False,True,False,True,False,True,False,True
RES000337,True,False,True,True,False,False,True,True,True,False,False,False,False
RES000338,False,True,False,False,False,True,False,False,True,False,False,False,False
RES000339,False,False,False,False,True,False,True,True,True,False,True,True,False
RES000340,True,False,True,False,False,False,False,False,True,False,False,True,True
RES000341,False,True,False,True,True,True,True,True,True,False,True,False,False
RES000342,True,False,True,False,True,True,True,False,False,True,False,False,False
RES000343,True,False,False,True,True,False,False,True,True,False,False,False,False
RES000344,False,False,True,True,True,False,True,True,False,False,True,True,False
RES000345,True,False,True,True,False,True,False,True,False,False,False,True,False
RES000346,True,False,False,False,False,False,False,False,False,False,False,True,False
RES000347,True,False,True,True,False,False,False,True,False,False,False,True,True
RES000348,False,True,True,False,True,True,False,True,True,True,False,False,False
RES000349,True,True,True,True,True,False,False,True,True,False,True,False,False
RES000350,False,True,False,False,False,True,True,False,False,True,True,False,False
RES000351,True,False,False,False,False,True,True,True,True,True,False,False,True
RES000352,False,False,False,True,False,False,False,True,True,True,True,True,True
RES000353,False,True,True,True,True,True,True,True,True,False,True,False,False
RES000354,False,False,False,True,False,False,False,True,False,False,True,False,False
RES000355,False,False,True,False,True,True,False,True,False,True,True,True,False
RES000356,False,False,True,False,False,False,False,False,False,True,False,True,True
RES000357,True,True,True,False,True,False,False,False,True,False,True,False,True
RES000358,True,False,True,True,True,True,False,False,True,False,True,True,True
RES000359,True,True,True,True,False,True,True,False,False,True,False,False,True
RES000360,True,True,False,True,False,True,True,False,False,False,False,False,False
RES000361,False,False,False,False,False,False,False,False,True,False,True,True,True
RES000362,True,False,False,False,False,True,False,True,True,False,True,True,True
RES000363,True,True,False,False,False,True,True,False,True,False,True,False,False
RES000364,False,True,True,True,False,True,True,False,True,False,True,False,True
RES000365,True,True,True,True,True,True,True,True,False,False,False,False,False
RES000366,True,True,True,True,False,False,True,False,True,False,True,False,False
RES000367,False,True,False,False,True,False,True,True,True,True,True,True,False
RES000368,False,True,False,False,False,True,False,False,False,False,False,False,True
RES000369,False,True,True,True,True,True,False,False,True,True,False,False,True
RES000370,True,False,False,False,True,False,False,False,False,True,True,False,True
RES000371,False,True,False,False,False,False,True,True,False,True,True,True,True
RES000372,False,False,False,True,False,True,False,True,True,True,True,True,True
RES000373,True,True,True,False,True,True,False,True,False,False,False,True,False
RES000374,True,False,False,True,False,False,True,False,False,False,False,True,True
RES000375,True,False,False,False,True,True,False,False,True,False,True,True,True
RES000376,False,False,True,True,False,False,False,False,False,False,True,True,False
RES000377,True,False,False,False,True,True,False,True,False,True,False,False,True
RES000378,False,True,True,False,False,True,True,True,False,True,True,True,False
RES000379,False,False,True,False,True,False,True,False,False,False,False,True,False
RES000380,True,True,False,False,True,False,True,False,True,False,False,True,False
RES000381,True,True,False,False,True,False,False,True,True,True,True,False,True
RES000382,False,True,False,True,True,True,True,False,True,True,False,True,False
RES000383,True,True,False,True,True,False,True,False,False,False,True,True,False
RES000384,False,False,False,False,True,True,True,True,True,False,True,False,False
RES000385,False,True,True,True,True,False,False,True,False,False,False,True,True
RES000386,True,False,False,True,False,True,False,False,False,True,False,True,False
RES000387,False,False,False,False,False,False,False,True,False,True,True,False,True
RES000388,False,True,False,False,True,True,True,True,True,False,False,True,True
RES000389,True,False,True,True,True,True,True,True,False,False,False,False,False
RES000390,True,True,False,False,False,True,True,True,False,True,False,True,True
RES000391,True,True,False,False,False,False,False,False,True,True,True,False,False
RES000392,False,False,False,False,True,True,False,True,False,True,False,False,False
RES000393,False,False,True,False,False,True,False,True,False,True,True,False,True
RES000394,False,False,False,True,True,True,True,False,True,False,False,False,True
RES000395,True,True,True,False,True,False,True,True,False,True,True,True,False
RES000396,True,False,True,True,True,False,False,False,True,False,False,True,False
RES000397,True,True,False,False,False,True,False,True,True,True,False,True,True
RES000398,True,False,True,False,True,True,False,False,True,False,False,True,False
RES000399,False,False,True,True,False,False,True,False,True,False,True,True,False
RES000400,False,False,True,False,True,False,False,True,True,False,False,False,True
RES000401,False,True,False,False,False,False,False,True,True,False,True,True,True
RES000402,False,False,False,True,False,False,False,True,True,True,True,True,False
RES000403,False,True,True,False,True,True,False,False,False,False,False,False,True
RES000404,True,True,False,True,True,False,False,True,True,False,False,False,True
RES000405,True,False,False,True,True,True,False,True,False,False,False,True,False
RES000406,True,False,True,False,True,False,False,True,False,True,False,False,False
RES000407,False,False,False,False,True,False,True,False,True,False,True,True,True
RES000408,True,False,False,False,False,False,True,True,True,False,True,True,True
RES000409,True,False,False,True,False,True,True,True,False,True,True,False,True
RES000410,False,True,True,False,False,False,True,True,False,False,True,True,True
RES000411,False,False,False,False,False,True,False,True,True,False,True,True,False
RES000412,True,True,True,True,True,False,True,False,False,True,True,False,False
RES000413,True,False,False,True,False,False,True,False,False,True,True,False,True
RES000414,False,True,True,False,True,True,True,False,True,False,False,True,True
RES000415,True,True,False,False,True,True,True,False,True,True,False,True,True
RES000416,False,False,True,False,False,True,False,True,False,True,True,True,True
RES000417,True,False,True,True,True,True,True,False,True,True,False,True,False
RES000418,False,True,True,True,False,False,False,True,False,False,True,False,False
RES000419,False,True,True,False,True,True,True,False,True,False,False,True,False
RES000420,False,False,False,False,True,False,False,False,False,True,True,True,True
RES000421,True,False,True,False,False,True,True,True,False,True,False,False,False
RES000422,False,False,False,False,False,False,True,True,True,False,False,False,True
RES000423,True,True,True,False,False,True,True,False,False,False,False,True,False
RES000424,False,False,False,False,False,False,False,False,False,False,False,False,True
RES000425,False,True,True,False,True,True,False,False,False,False,False,True,False
RES000426,True,False,False,True,True,True,True,False,True,True,False,False,True
RES000427,True,False,True,True,True,False,False,False,True,False,False,False,False
RES000428,True,True,True,False,True,True,True,False,False,True,True,True,True
RES000429,True,False,False,False,True,False,True,True,False,False,True,False,False
RES000430,True,True,True,False,True,False,False,True,False,False,True,False,True
RES000431,False,True,True,True,True,False,False,False,True,False,True,True,False
RES000432,False,False,True,False,False,False,True,True,False,False,True,True,True
RES000433,True,False,True,False,True,False,False,False,True,True,True,False,False
RES000434,False,False,False,True,True,False,True,False,True,False,True,True,True
RES000435,True,True,True,True,True,True,True,True,True,False,True,False,False
RES000436,True,True,True,False,False,True,False,True,False,False,True,True,False
RES000437,False,True,True,False,True,True,True,False,True,True,True,True,False
RES000438,True,False,False,True,True,False,True,True,True,True,True,True,True
RES000439,True,False,True,False,False,False,False,True,False,False,False,True,True
RES000440,True,False,False,True,True,False,True,True,False,False,False,False,False
RES000441,False,True,True,False,False,True,False,False,False,True,True,True,False
RES000442,False,False,True,False,True,True,True,True,True,True,False,True,True
RES000443,True,False,False,True,False,False,False,True,False,True,False,True,False
RES000444,False,False,False,False,True,True,False,False,False,True,False,True,False
