Menu_ID,Timestamp,Current_price,Previous_price,Price_change
MENRES000036_3,2023-05-29T16:57:27,89.02,74.38,14.64
MENRES000037_3,2023-12-05T19:14:25,42.12,38.25,3.87
MENRES000037_4,2023-06-12T07:56:40,137.68,116.22,21.46
MENRES000038_2,2023-03-02T20:17:36,69.36,62.31,7.05
MENRES000038_3,2023-02-15T05:09:08,60.52,52.28,8.24
MENRES000038_5,2023-04-27T23:36:30,66.79,57.26,9.53
MENRES000038_8,2023-04-30T12:05:42,54.79,46.97,7.82
MENRES000038_9,2023-03-03T07:16:54,59.13,51.75,7.38
MENRES000038_10,2023-11-13T22:50:55,52.77,49.62,3.15
MENRES000039_0,2023-11-08T08:32:44,10.11,8.27,1.84
MENRES000039_1,2023-11-12T18:48:39,7.9,6.89,1.01
MENRES000039_2,2023-08-20T13:28:17,25.14,20.89,4.25
MENRES000039_7,2023-06-23T00:41:47,22.68,18.43,4.25
MENRES000039_9,2023-07-11T22:23:12,33.87,30.66,3.21
MENRES000039_11,2023-11-10T01:21:50,34.28,28.89,5.39
MENRES000039_13,2023-10-30T19:46:38,13.07,11.76,1.31
MENRES000039_15,2023-08-07T02:52:19,39.4,34.47,4.93
MENRES000040_0,2023-05-13T17:47:57,12.13,9.76,2.37
MENRES000040_1,2023-10-31T13:45:51,38.37,36.38,1.99
MENRES000040_2,2023-08-02T09:56:06,16.3,13.69,2.61
MENRES000040_5,2023-11-18T07:35:29,27.4,23.96,3.44
MENRES000040_8,2023-08-22T11:56:47,10.37,9.73,0.64
MENRES000040_9,2023-07-18T05:53:40,13.55,11.08,2.47
MENRES000040_10,2023-09-06T18:26:42,15.7,13.91,1.79
MENRES000040_11,2023-05-10T06:58:43,37.12,31.76,5.36
MENRES000040_12,2023-12-13T06:14:35,9.77,9.23,0.54
MENRES000041_6,2023-01-30T10:34:35,39.97,32.74,7.23
MENRES000041_7,2023-09-09T22:27:03,37.66,30.6,7.06
MENRES000042_2,2023-08-04T23:34:38,31.4,26.65,4.75
MENRES000042_3,2023-11-18T11:45:16,26.53,22.54,3.99
MENRES000042_5,2023-05-05T07:31:34,23.21,20.73,2.48
MENRES000044_2,2023-07-08T02:50:01,129.42,110.84,18.58
MENRES000044_5,2023-07-12T00:07:46,44.1,40.23,3.87
MENRES000045_9,2023-07-04T04:14:38,141.26,123.61,17.65
MENRES000045_10,2023-04-10T01:35:59,141.48,131.45,10.03
MENRES000045_11,2023-08-24T11:05:53,71.89,58.86,13.03
MENRES000046_5,2023-07-13T02:05:57,49.82,46.7,3.12
MENRES000047_1,2023-11-16T21:35:11,63.47,57.35,6.12
MENRES000047_2,2023-04-07T10:06:29,119.43,105.79,13.64
MENRES000047_4,2023-01-30T20:06:52,141.02,114.39,26.63
MENRES000047_5,2023-02-23T05:54:55,157.86,133.08,24.78
MENRES000047_8,2023-01-05T10:50:56,135.19,119.43,15.76
MENRES000047_10,2023-06-21T02:23:16,22.52,19.75,2.77
MENRES000048_5,2023-03-09T01:28:14,22.79,18.57,4.22
MENRES000048_9,2023-09-07T00:10:18,37.27,30.72,6.55
MENRES000048_10,2023-10-06T07:18:59,22.88,20.83,2.05
MENRES000048_11,2023-08-14T02:23:38,25.92,23.07,2.85
MENRES000048_12,2023-09-15T03:15:38,32.51,26.25,6.26
MENRES000048_15,2023-02-08T23:41:17,39.21,36.65,2.56
MENRES000048_17,2023-04-22T01:22:15,30.51,28.24,2.27
MENRES000049_2,2023-05-14T13:26:52,40.77,36.41,4.36
MENRES000049_5,2023-07-04T11:45:16,73.74,68.88,4.86
MENRES000050_1,2023-07-16T09:41:25,149.05,130.97,18.08
MENRES000050_5,2023-12-06T20:44:47,83.7,68.09,15.61
MENRES000052_1,2023-10-24T01:43:23,15.55,12.53,3.02
MENRES000052_3,2023-04-03T11:13:05,80.19,69.67,10.52
MENRES000052_5,2023-06-30T10:39:29,43.62,35.25,8.37
MENRES000052_6,2023-11-03T20:59:55,22.79,20.24,2.55
MENRES000052_7,2023-04-04T04:52:15,20.62,19.44,1.18
MENRES000052_9,2023-08-01T12:21:42,96.48,88.11,8.37
MENRES000053_0,2023-11-01T13:49:38,60.82,53.01,7.81
MENRES000053_2,2023-04-06T19:16:15,152.0,123.78,28.22
MENRES000053_3,2023-11-10T00:08:54,25.5,23.76,1.74
MENRES000053_4,2023-10-12T03:09:21,39.73,33.71,6.02
MENRES000053_5,2023-08-24T21:52:16,147.77,129.75,18.02
MENRES000053_6,2023-08-22T02:24:46,145.01,133.76,11.25
MENRES000053_7,2023-08-06T10:01:03,157.3,127.89,29.41
MENRES000053_9,2023-09-02T23:40:21,40.9,35.22,5.68
MENRES000054_0,2023-03-24T03:36:56,74.24,62.79,11.45
MENRES000054_4,2023-07-01T13:10:42,73.66,64.01,9.65
MENRES000054_8,2023-09-15T05:44:50,102.84,93.17,9.67
MENRES000054_11,2023-04-21T04:02:36,46.58,41.11,5.47
MENRES000054_12,2023-08-05T01:59:10,83.18,70.46,12.72
MENRES000055_5,2023-11-01T03:42:30,54.12,49.92,4.2
MENRES000056_0,2023-10-07T22:56:23,76.29,63.1,13.19
MENRES000056_3,2023-04-03T23:49:00,75.08,70.53,4.55
MENRES000056_5,2023-10-27T18:14:08,87.34,76.39,10.95
MENRES000056_7,2023-02-22T23:21:01,59.8,56.09,3.71
MENRES000056_8,2023-08-19T12:11:32,24.75,23.34,1.41
MENRES000056_10,2023-04-29T20:56:12,51.89,46.9,4.99
MENRES000057_0,2023-05-07T01:58:34,97.41,78.08,19.33
MENRES000057_6,2023-11-14T12:38:58,111.54,101.22,10.32
MENRES000057_9,2023-01-14T03:54:37,108.74,90.0,18.74
MENRES000057_11,2023-09-09T07:44:37,45.58,41.74,3.84
MENRES000057_13,2023-07-16T10:33:32,89.38,78.86,10.52
MENRES000057_14,2023-03-17T13:53:03,67.88,61.98,5.9
MENRES000057_15,2023-01-11T08:10:38,72.95,65.31,7.64
MENRES000057_17,2023-06-23T07:27:57,75.62,67.69,7.93
MENRES000057_18,2023-05-23T09:02:42,77.52,72.92,4.6
MENRES000058_6,2023-05-18T07:52:41,30.24,25.87,4.37
MENRES000058_9,2023-11-22T07:09:38,11.2,9.92,1.28
MENRES000058_15,2023-08-04T03:40:53,35.39,29.51,5.88
MENRES000059_1,2023-06-24T09:37:59,19.89,17.78,2.11
MENRES000059_2,2023-04-08T17:59:52,58.11,49.97,8.14
MENRES000059_4,2023-09-29T09:11:35,66.27,59.43,6.84
MENRES000059_10,2023-10-22T01:55:28,44.94,39.78,5.16
MENRES000059_11,2023-03-28T08:31:13,10.84,9.03,1.81
MENRES000059_14,2023-09-01T11:18:35,26.29,22.99,3.3
MENRES000060_4,2023-12-27T10:59:55,25.73,23.18,2.55
MENRES000060_10,2023-02-21T03:11:58,49.39,46.24,3.15
MENRES000060_11,2023-06-22T20:47:45,42.22,36.07,6.15
MENRES000060_13,2023-11-22T16:42:48,56.62,52.96,3.66
MENRES000060_15,2023-06-24T03:13:37,35.24,32.36,2.88
MENRES000061_4,2023-09-06T13:47:21,25.54,23.88,1.66
MENRES000061_11,2023-10-19T04:35:33,12.62,10.19,2.43
MENRES000061_12,2023-01-16T19:25:12,38.0,34.52,3.48
MENRES000061_15,2023-05-10T09:06:02,22.64,20.06,2.58
MENRES000062_1,2023-04-20T10:59:47,60.78,50.33,10.45
MENRES000062_3,2023-11-07T20:28:28,88.81,78.95,9.86
MENRES000062_7,2023-03-28T01:01:18,21.74,19.54,2.2
MENRES000062_9,2023-08-24T04:12:31,110.37,96.65,13.72
MENRES000062_10,2023-12-17T12:55:24,44.29,37.12,7.17
MENRES000062_12,2023-06-05T04:28:06,70.99,59.12,11.87
MENRES000062_14,2023-12-30T10:00:32,114.97,106.1,8.87
MENRES000063_1,2023-09-12T04:22:19,88.28,81.3,6.98
MENRES000063_4,2023-12-24T03:40:32,67.09,58.15,8.94
MENRES000064_1,2023-11-26T03:47:59,36.48,29.44,7.04
MENRES000064_2,2023-04-04T03:12:25,103.15,90.42,12.73
MENRES000064_6,2023-12-26T08:01:03,58.23,54.7,3.53
MENRES000064_7,2023-01-31T13:34:33,60.6,48.88,11.72
MENRES000064_18,2023-08-29T01:58:53,125.82,115.43,10.39
MENRES000065_0,2023-11-14T00:29:03,143.7,116.83,26.87
MENRES000065_7,2023-09-02T21:17:20,35.94,33.0,2.94
MENRES000065_8,2023-09-21T12:33:03,104.69,88.12,16.57
MENRES000065_9,2023-02-24T11:09:43,145.15,134.08,11.07
MENRES000065_12,2023-01-01T23:41:56,114.05,100.33,13.72
MENRES000066_0,2023-08-25T13:37:23,60.44,49.22,11.22
MENRES000066_1,2023-06-24T06:39:46,28.93,23.47,5.46
MENRES000066_2,2023-02-27T11:16:00,57.73,52.16,5.57
MENRES000066_12,2023-02-25T13:13:28,51.91,43.48,8.43
MENRES000067_0,2023-07-13T19:29:10,95.24,81.93,13.31
MENRES000067_1,2023-08-26T13:27:12,129.09,111.33,17.76
MENRES000067_5,2023-07-31T07:30:29,56.46,48.2,8.26
MENRES000067_6,2023-02-13T16:02:34,34.4,31.26,3.14
MENRES000068_3,2023-11-04T02:40:18,20.03,16.31,3.72
MENRES000068_6,2023-08-21T12:24:41,21.55,18.2,3.35
MENRES000069_3,2023-03-25T02:46:52,149.21,120.91,28.3
MENRES000069_4,2023-04-13T21:46:53,44.78,41.94,2.84
MENRES000069_7,2023-03-22T11:33:49,159.15,147.12,12.03
MENRES000069_10,2023-09-06T18:30:32,66.0,53.28,12.72
MENRES000070_4,2023-02-20T12:30:10,73.67,69.33,4.34
MENRES000070_7,2023-09-04T17:08:34,50.79,42.27,8.52
MENRES000071_0,2023-06-01T05:49:39,39.08,32.7,6.38
MENRES000071_3,2023-11-28T15:12:15,9.86,9.07,0.79
MENRES000071_9,2023-10-23T20:36:48,14.18,12.68,1.5
MENRES000071_15,2023-12-09T20:33:21,34.55,30.4,4.15
MENRES000072_5,2023-04-06T15:02:21,32.4,30.56,1.84
MENRES000072_16,2023-02-14T08:19:03,25.26,20.24,5.02
MENRES000072_17,2023-08-19T23:10:05,10.74,9.44,1.3
MENRES000073_10,2023-11-25T06:05:08,97.42,91.23,6.19
MENRES000073_11,2023-09-02T05:16:40,112.98,91.23,21.75
MENRES000073_13,2023-03-29T00:32:41,15.88,12.8,3.08
MENRES000073_15,2023-10-03T10:02:59,51.98,49.01,2.97
MENRES000074_0,2023-06-30T15:26:59,20.12,18.39,1.73
MENRES000074_1,2023-04-16T22:34:17,35.17,30.49,4.68
MENRES000074_3,2023-01-03T05:50:55,10.91,10.33,0.58
MENRES000074_5,2023-07-04T21:21:07,18.06,15.3,2.76
MENRES000074_7,2023-07-14T00:02:23,19.07,15.36,3.71
MENRES000074_9,2023-08-26T01:23:33,31.81,27.09,4.72
MENRES000074_12,2023-05-03T00:08:51,31.18,26.76,4.42
MENRES000075_1,2023-12-02T03:11:03,83.06,72.47,10.59
MENRES000075_6,2023-10-08T04:04:33,23.47,20.09,3.38
MENRES000076_1,2023-12-13T23:54:46,46.63,37.84,8.79
MENRES000076_4,2023-02-11T03:13:23,76.24,64.14,12.1
MENRES000076_6,2023-08-02T12:38:41,35.49,30.59,4.9
MENRES000076_9,2023-02-07T15:05:25,89.6,75.51,14.09
MENRES000078_4,2023-10-06T04:50:22,24.19,20.32,3.87
MENRES000078_6,2023-04-21T06:21:00,30.69,27.24,3.45
MENRES000078_7,2023-09-25T07:37:02,23.3,20.1,3.2
MENRES000079_2,2023-03-15T20:25:24,27.07,24.93,2.14
MENRES000079_3,2023-10-22T16:53:22,62.47,52.45,10.02
MENRES000080_1,2023-01-08T17:52:32,92.27,82.4,9.87
MENRES000080_6,2023-03-12T06:10:12,82.95,77.78,5.17
MENRES000081_1,2023-06-29T12:02:50,141.38,123.84,17.54
MENRES000081_3,2023-06-16T05:57:06,114.73,92.33,22.4
MENRES000081_6,2023-06-29T02:07:56,34.1,32.33,1.77
MENRES000081_8,2023-08-22T13:51:14,148.6,137.34,11.26
MENRES000081_10,2023-08-22T02:16:22,29.76,27.42,2.34
MENRES000082_0,2023-05-13T17:38:07,38.91,35.43,3.48
MENRES000082_1,2023-04-13T06:53:05,29.31,26.75,2.56
MENRES000082_6,2023-05-02T17:24:38,23.47,18.93,4.54
MENRES000084_0,2023-06-13T03:56:30,34.93,29.03,5.9
MENRES000084_2,2023-01-18T17:42:34,63.36,52.66,10.7
MENRES000084_9,2023-07-25T21:40:42,85.24,78.92,6.32
MENRES000084_14,2023-01-14T05:59:58,110.25,89.75,20.5
MENRES000084_17,2023-01-18T12:21:47,135.77,127.97,7.8
MENRES000084_18,2023-12-15T00:38:41,21.32,20.14,1.18
MENRES000085_5,2023-07-30T13:28:08,26.75,21.5,5.25
MENRES000085_9,2023-08-24T14:14:49,73.88,61.46,12.42
MENRES000085_15,2023-06-09T18:29:52,107.12,90.13,16.99
MENRES000085_16,2023-03-13T06:22:14,142.45,129.58,12.87
MENRES000086_2,2023-11-15T10:07:22,51.67,46.02,5.65
MENRES000086_3,2023-02-27T18:20:22,144.95,131.32,13.63
MENRES000086_5,2023-07-27T01:35:28,153.54,123.69,29.85
MENRES000088_1,2023-01-17T23:53:50,124.46,111.63,12.83
MENRES000088_3,2023-07-12T03:28:16,51.97,42.01,9.96
MENRES000088_6,2023-06-13T16:58:21,147.72,123.92,23.8
MENRES000089_4,2023-07-06T08:39:39,135.13,123.49,11.64
MENRES000089_5,2023-07-01T14:59:43,152.15,137.18,14.97
MENRES000089_6,2023-10-21T11:47:43,24.92,21.04,3.88
MENRES000090_4,2023-12-02T19:16:11,33.49,30.2,3.29
MENRES000090_5,2023-01-03T00:10:22,31.48,29.04,2.44
MENRES000090_6,2023-12-02T12:53:53,13.85,12.58,1.27
MENRES000090_7,2023-03-11T04:01:21,37.72,35.62,2.1
MENRES000090_8,2023-11-25T13:48:56,17.32,16.06,1.26
MENRES000091_0,2023-03-11T02:45:14,23.43,21.13,2.3
MENRES000091_1,2023-05-01T18:22:56,39.62,33.3,6.32
MENRES000091_3,2023-05-18T21:42:16,21.98,18.18,3.8
MENRES000091_6,2023-04-02T09:14:42,27.2,22.45,4.75
MENRES000091_7,2023-11-03T12:30:25,10.4,9.4,1.0
MENRES000091_11,2023-03-11T12:13:23,29.71,26.84,2.87
MENRES000092_0,2023-02-14T19:19:59,77.46,66.79,10.67
MENRES000092_2,2023-10-19T13:30:30,32.42,27.79,4.63
MENRES000092_4,2023-03-11T20:41:21,36.39,34.55,1.84
MENRES000092_6,2023-09-05T17:09:53,73.09,60.72,12.37
MENRES000092_10,2023-05-18T19:01:33,67.37,55.95,11.42
MENRES000092_12,2023-04-19T16:38:28,53.96,43.98,9.98
MENRES000092_14,2023-05-04T19:34:18,109.9,96.51,13.39
MENRES000092_15,2023-09-16T08:29:23,40.31,33.87,6.44
MENRES000093_1,2023-02-09T20:32:14,13.2,10.97,2.23
MENRES000093_2,2023-12-13T01:10:51,6.54,5.97,0.57
MENRES000093_3,2023-01-10T01:29:38,25.82,22.09,3.73
MENRES000093_5,2023-08-19T17:56:04,34.36,31.51,2.85
MENRES000093_7,2023-12-23T13:29:30,15.21,14.12,1.09
MENRES000094_3,2023-08-04T23:55:40,156.04,138.0,18.04
MENRES000095_1,2023-09-28T07:36:17,27.03,22.64,4.39
MENRES000095_2,2023-07-13T02:09:53,103.92,85.55,18.37
MENRES000095_3,2023-12-18T06:07:44,33.83,31.8,2.03
MENRES000095_9,2023-06-24T23:43:31,22.51,20.03,2.48
MENRES000096_2,2023-05-25T03:38:36,50.15,43.33,6.82
MENRES000096_5,2023-11-26T05:53:06,32.83,26.88,5.95
MENRES000096_6,2023-01-30T00:06:24,102.74,96.77,5.97
MENRES000097_1,2023-06-20T11:59:31,26.56,21.28,5.28
MENRES000097_5,2023-05-18T10:22:13,44.68,41.99,2.69
MENRES000097_9,2023-04-03T12:35:38,44.08,37.18,6.9
MENRES000097_11,2023-12-05T03:04:32,118.08,106.59,11.49
MENRES000098_2,2023-11-13T15:40:45,11.0,9.43,1.57
MENRES000098_4,2023-12-19T08:37:16,31.85,26.88,4.97
MENRES000098_8,2023-06-18T10:35:51,14.15,11.68,2.47
MENRES000098_13,2023-09-14T07:27:31,13.03,11.76,1.27
MENRES000099_0,2023-01-22T00:35:38,15.7,14.68,1.02
MENRES000099_1,2023-05-16T07:18:38,5.35,4.6,0.75
MENRES000099_3,2023-04-28T13:03:43,32.68,28.54,4.14
MENRES000099_5,2023-11-09T06:12:55,24.5,20.88,3.62
MENRES000100_1,2023-03-23T08:07:41,90.46,82.52,7.94
MENRES000100_3,2023-10-05T15:05:14,31.27,28.25,3.02
MENRES000100_5,2023-07-08T02:51:28,23.71,20.8,2.91
MENRES000100_6,2023-01-27T10:34:41,76.43,62.88,13.55
MENRES000100_8,2023-05-28T09:00:08,94.45,76.97,17.48
MENRES000100_9,2023-10-07T00:23:18,28.49,23.81,4.68
MENRES000100_11,2023-10-12T18:53:07,16.51,15.28,1.23
MENRES000100_14,2023-01-20T01:43:56,96.8,87.44,9.36
MENRES000101_0,2023-03-28T00:28:12,59.04,47.24,11.8
MENRES000101_1,2023-11-08T15:32:35,19.54,18.08,1.46
MENRES000101_3,2023-07-30T16:04:47,24.05,21.33,2.72
MENRES000101_4,2023-04-09T15:25:14,48.58,40.07,8.51
MENRES000102_0,2023-04-20T22:03:53,67.21,63.38,3.83
MENRES000102_1,2023-08-07T12:51:14,44.94,36.57,8.37
MENRES000102_5,2023-05-30T08:58:10,69.84,59.9,9.94
MENRES000102_6,2023-10-22T06:38:50,95.7,81.39,14.31
MENRES000103_1,2023-11-06T00:37:50,30.0,24.12,5.88
MENRES000103_5,2023-12-17T18:23:24,12.91,11.75,1.16
MENRES000104_0,2023-10-08T18:29:45,44.93,37.02,7.91
MENRES000104_2,2023-04-04T14:41:21,54.79,51.97,2.82
MENRES000104_5,2023-08-02T20:18:19,48.35,41.27,7.08
MENRES000104_10,2023-12-04T23:03:35,28.01,24.33,3.68
MENRES000104_12,2023-11-27T02:35:29,48.93,45.7,3.23
MENRES000104_15,2023-07-10T10:11:08,88.73,72.48,16.25
MENRES000105_0,2023-03-14T19:47:18,84.78,73.12,11.66
MENRES000105_2,2023-08-19T14:14:06,99.91,86.28,13.63
MENRES000105_5,2023-04-05T17:18:52,90.66,75.56,15.1
MENRES000105_7,2023-11-30T22:40:43,82.05,76.03,6.02
MENRES000105_8,2023-09-15T02:03:25,133.81,117.07,16.74
MENRES000105_9,2023-07-15T11:40:27,50.6,43.66,6.94
MENRES000105_13,2023-10-02T12:28:20,42.76,39.45,3.31
MENRES000105_15,2023-11-12T18:09:44,53.27,44.18,9.09
MENRES000106_0,2023-01-24T00:16:37,6.57,5.71,0.86
MENRES000106_5,2023-06-21T09:01:15,15.64,12.62,3.02
